INSTNM,PREDDEG,ADM_RATE,NPT4_048_PUB,NPT4_048_PRIV,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Lynn University,3,0.776,NULL,31304,48735,0.2004,0.4128,0.3005,6.8,19500,56163,35500
Carlos Albizu University-Miami,3,0.3621,NULL,15330,22158,0.6273,0.1739,0.7205,10.3,18890,24662,24900
Johnson University Florida,3,0.4172,NULL,20241,26241,0.5267,0.3226,0.7861,NULL,23543,41133,29500
University of Central Florida,3,0.4894,11637,NULL,19815,0.3771,0.6724,0.4547,5.4,18500,38367.5,43000
Clearwater Christian College,3,0.7009,NULL,15426,28463,0.5142,0.5366,0.5911,7.2,19375,49122,34700
South University-West Palm Beach,3,0.65,NULL,23185,28808,0.6996,0.1563,0.7803,23.1,27167,28607,29800
Eckerd College,3,0.7104,NULL,24719,49802,0.2341,0.6617,0.706,9.4,27000,71700,40800
Edward Waters College,3,0.2732,NULL,12191,22929,0.841,0.2,0.8214,25.8,31959,22439,25600
Embry-Riddle Aeronautical University-Daytona Beach,3,0.7405,NULL,31444,45648,0.3103,0.569,0.5962,4.6,26000,52839,60900
Florida Agricultural and Mechanical University,3,0.45,10706,NULL,19191,0.6445,0.4094,0.7476,14.7,27274.5,33649,37300
Florida Atlantic University,3,0.4773,10836,NULL,19131,0.3999,0.4105,0.3996,7.6,17250,32086,41400
Flagler College-St Augustine,3,0.4987,NULL,18229,28305,0.2922,0.6309,0.6073,6,23638,61140,37200
Adventist University of Health Sciences,3,0.1336,NULL,18381,21358,0.3595,0.3953,0.5668,5.4,20730,49657.5,51100
Florida Institute of Technology,3,0.6045,NULL,27536,52490,0.2414,0.5437,0.459,15,26158,73416.5,53100
Florida International University,3,0.4304,9763,NULL,18426,0.5809,0.5161,0.456,8.9,17750,27626,45100
Florida Memorial University,3,0.4159,NULL,15657,25036,0.8975,0.3961,0.9209,23.1,44500,21893.5,27700
Florida Southern College,3,0.4989,NULL,18212,38413,0.3293,0.5816,0.655,10.9,25000,56919.5,37600
Florida State University,3,0.5681,12072,NULL,20774,0.3065,0.7688,0.465,5.8,21000,51372.5,44000
University of Florida,3,0.4655,8275,NULL,20456,0.3207,0.8654,0.3506,3.6,15132.5,45776.5,51300
Full Sail University,3,NULL,NULL,29818,35899,0.635,0.7835,0.7993,19.9,30843,55302,34100
Hobe Sound Bible College,3,NULL,NULL,9281,12303,0.5467,0.4,0.2533,9.5,NULL,29522,NULL
International Academy of Design and Technology-Tampa,3,NULL,NULL,16331,22376,0.6545,0.2564,0.8545,26.6,29375,32306,27800
AI Miami International University of Art and Design,3,NULL,NULL,24598,30422,0.5676,0.3971,0.7453,20.5,31535,31159,29300
Jacksonville University,3,0.4737,NULL,17936,42459,0.2938,0.3821,0.5116,7.7,22334,55957,47700
Luther Rice University & Seminary,3,NULL,NULL,17146,22696,0.5586,0.5,0.5313,6.9,23361,39125.5,38600
Trinity International University-Florida,3,NULL,NULL,NULL,NULL,0,NULL,0,7.8,28000.5,49308.5,38200
University of Miami,3,0.4044,NULL,21802,57700,0.1855,0.8169,0.3559,2.8,21250,59417,52400
University of North Florida,3,0.5343,7415,NULL,19415,0.348,0.4995,0.4242,7.5,17479,41844.5,41600
Northwood University-Florida,3,0.5102,NULL,10278,33485,0.3379,0.3525,0.5529,9.6,23474.5,49456,44600
Nova Southeastern University,3,0.5746,NULL,25663,40783,0.4424,0.4049,0.6118,3.5,26500,31833,46500
Palm Beach Atlantic University,3,0.8412,NULL,18666,37535,0.3475,0.4667,0.5529,6,25000,57521,38100
Ringling College of Art and Design,3,0.7331,NULL,41234,54676,0.2999,0.6495,0.5762,13.5,27000,65362.5,32800
Rollins College,3,0.5889,NULL,25224,56309,0.3163,0.6705,0.5177,6,27000,46391,42200
Saint Leo University,3,0.7662,NULL,18993,31609,0.454,0.4583,0.527,11.9,26068,36785,42600
Argosy University-Sarasota,3,NULL,NULL,NULL,NULL,0.6589,NULL,0.7829,19.4,14323,36072,38200
Saint John Vianney College Seminary,3,1,NULL,2035,32000,0.2535,0.6667,0,0,NULL,NULL,NULL
University of South Florida-Main Campus,3,0.4524,7019,NULL,19299,0.4127,0.6321,0.4783,7.4,19735,36808.5,41700
St Thomas University,3,0.4567,NULL,17676,37090,0.511,0.3829,0.5998,7.2,22747.5,35584,42600
Stetson University,3,0.5925,NULL,19002,49939,0.3653,0.6409,0.6566,5.1,27000,64137,42600
Southeastern University,3,0.5932,NULL,17033,30333,0.4179,0.3835,0.6401,5.6,24250,55937,32600
Talmudic College of Florida,3,NULL,NULL,15267,25600,0.4048,0.8,0.0714,8.3,NULL,4849,NULL
The University of Tampa,3,0.5221,NULL,23522,37714,0.2473,0.6159,0.6435,6.7,25975,66421,44400
Trinity Baptist College,3,0.4847,NULL,10716,16752,0.6292,0.3889,0.6554,7.2,12000,44214.5,26700
Trinity College of Florida,3,NULL,NULL,14423,21986,0.566,0.4194,0.6557,8.8,23000,35005,31700
Warner University,3,0.3378,NULL,15204,28555,0.6488,0.4275,0.7798,11.9,24375,38439.5,42200
Webber International University,3,0.6377,NULL,18622,34949,0.4504,0.3333,0.6244,16.7,20412.5,45832.5,35800
The University of West Florida,3,0.4808,9903,NULL,18158,0.4102,0.4232,0.4931,9.7,18334,34467,36300
Agnes Scott College,3,0.6687,NULL,16419,44945,0.4486,0.7202,0.6576,7.1,27000,54512,39400
Albany State University,3,0.1992,12306,NULL,19025,0.7229,0.4249,0.9045,18,31750,29794,32700
Armstrong Atlantic State University,3,0.6998,12819,NULL,19802,0.434,0.343,0.5742,8.3,20500,34921,39400
The Art Institute of Atlanta,3,NULL,NULL,26075,32466,0.6691,0.2227,0.8102,22.3,29771,40181.5,31600
Point University,3,0.5353,NULL,16320,27497,0.5914,0.4776,0.8442,5.6,31250,56038,28800
Clark Atlanta University,3,0.568,NULL,29477,34201,0.7078,0.3893,0.8796,12.4,31500,41956,33700
Berry College,3,0.6032,NULL,18143,40965,0.2626,0.6015,0.5566,4,23875,71090,37700
Beulah Heights University,3,NULL,NULL,10339,14607,0.6248,0.6429,0.6732,16.7,46688,26521.5,26800
Brenau University,3,0.7829,NULL,13903,34107,0.5206,0.4554,0.7464,5,28956,40713,42600
Brewton-Parker College,3,0.5137,NULL,12223,22499,0.4574,0.1867,0.6191,12.7,21500,37869.5,34700
Carver Bible College,3,NULL,NULL,15981,20421,0.7934,0.2,0.7851,0,NULL,NULL,NULL
Clayton State University,3,0.477,10904,NULL,17487,0.5781,0.2671,0.6983,9.3,28117.5,30868,38500
Columbus State University,3,0.5543,10092,NULL,17029,0.4559,0.3012,0.607,11.4,24594,35427.5,36100
Covenant College,3,0.5704,NULL,15277,38510,0.2958,0.5808,0.5765,3.3,21950,61514,39800
Emmanuel College,3,0.4783,NULL,10996,23842,0.5106,0.4571,0.6385,17.3,26502,42570,32900
Emory University,3,0.2633,NULL,17965,58180,0.2192,0.8961,0.3868,2.4,19500,64962,59000
Fort Valley State University,3,0.3273,13521,NULL,19801,0.7652,0.3017,0.8818,24.2,35500,30464.5,28900
Georgia Institute of Technology-Main Campus,3,0.5493,7875,NULL,21980,0.1932,0.8219,0.3387,2.5,22750,82697,74000
Georgia Southwestern State University,3,0.6803,10128,NULL,17839,0.4773,0.3582,0.5809,8.7,20000,31658.5,36400
Georgia College and State University,3,0.6798,13129,NULL,23052,0.218,0.6115,0.4774,3.9,21304,72314,38500
Georgia Southern University,3,0.52,13976,NULL,21513,0.3753,0.5046,0.6223,8.9,21927,61757,39300
Georgia State University,3,0.5466,13718,NULL,23124,0.5089,0.5315,0.5883,8.5,23000,38306,41500
University of Georgia,3,0.5608,8927,NULL,21162,0.236,0.8314,0.4148,3.8,18700,69003,46500
Kennesaw State University,3,0.5654,13399,NULL,20630,0.4179,0.4338,0.5646,8.6,22500,41150.5,41300
LaGrange College,3,0.5837,NULL,15668,37305,0.452,0.375,0.7986,7.1,27000,63008.5,38100
Life University,3,0.7454,NULL,20463,28609,0.4809,0.2174,0.7947,10.3,8964,20947,32200
Herzing University-Atlanta,3,0.7317,NULL,21548,26341,0.6468,0.2093,0.789,16.9,22822,22267.5,42300
Mercer University,3,0.69,NULL,17807,46382,0.4101,0.5947,0.6878,6.6,26000,48287.5,46600
Morehouse College,3,0.6684,NULL,28648,45451,0.5019,0.5383,0.76,24.7,27000,53238.5,40900
Oglethorpe University,3,0.5576,NULL,16644,43689,0.3979,0.6201,0.7455,6.6,27000,46214.5,43900
Paine College,3,0.4377,NULL,13906,21516,0.7706,0.2093,0.8841,25.1,37909,27737,25900
Piedmont College,3,0.6118,NULL,15329,32031,0.5093,0.4611,0.74,5.4,23224,49580.5,38800
Reinhardt University,3,0.514,NULL,18389,30734,0.4796,0.2821,0.5408,8.3,NULL,67316.5,35400
Savannah College of Art and Design,3,0.6547,NULL,29902,49179,0.2601,0.683,0.5547,8.7,27000,78907,35400
Savannah State University,3,0.8299,9278,NULL,15531,0.7396,0.2908,0.857,20.6,32887,31664,30800
Shorter University,3,0.6807,NULL,16099,30642,0.4729,0.4638,0.6632,12.1,27475,48847,43000
Spelman College,3,0.3802,NULL,27565,41635,0.5152,0.6763,0.7646,10.6,27000,54315,46400
Southern Polytechnic State University,3,0.7798,8678,NULL,16546,0.4136,0.3657,0.5644,6.3,26438,44584,52400
Thomas University,3,0.6863,NULL,12457,24734,0.4524,0.2769,0.6814,10.5,20500,22561.5,37400
Toccoa Falls College,3,0.494,NULL,15704,30178,0.5963,0.4679,0.7263,6.3,22750,50289,26400
Truett-McConnell College,3,0.8064,NULL,14025,26484,0.227,0.284,0.3114,13,20500,62264,32400
Valdosta State University,3,0.5522,13789,NULL,20958,0.4592,0.4017,0.6571,10.2,25245,51351,38000
Wesleyan College,3,0.4339,NULL,13893,30878,0.3685,0.6389,0.4495,7.9,27025,37243.5,37100
University of West Georgia,3,0.5385,11620,NULL,18879,0.4763,0.4287,0.6619,10.4,23001,51454,36900
Young Harris College,3,0.5365,NULL,13910,34007,0.3839,0.2928,0.6239,5.6,26000,57743.5,34100
Chaminade University of Honolulu,3,0.8359,NULL,17022,30801,0.2925,0.3843,0.4346,8.3,24082,35422,37300
University of Hawaii at Hilo,3,0.752,8032,NULL,15284,0.4532,0.3642,0.4574,9.7,19264,29592,34500
University of Hawaii at Manoa,3,0.8009,8014,NULL,18491,0.3086,0.5651,0.381,5.1,19509,39485,44300
Hawaii Pacific University,3,0.6411,NULL,18322,29762,0.257,0.3961,0.4436,4.4,25000,41600,43400
University of Hawaii-West Oahu,3,0.7643,4193,NULL,9874,0.3505,0.25,0.3185,6.6,12500,21363,42300
Boise Bible College,3,1,NULL,18519,23036,0.6212,0.5319,0.6616,9,19000,38165,NULL
Boise State University,3,0.7766,12186,NULL,18227,0.3715,0.3801,0.4894,11.4,24898,33780.5,35300
Idaho State University,3,NULL,13438,NULL,18077,0.4749,0.3387,0.537,15,23660,30945.5,35400
University of Idaho,3,0.6565,10563,NULL,19700,0.3985,0.5381,0.5423,8.3,25000,51484,39900
The College of Idaho,3,0.905,NULL,13644,34555,0.3618,0.6652,0.6008,7.1,26312.5,65590,38900
Lewis-Clark State College,3,0.9977,10563,NULL,16184,0.4172,0.2698,0.5878,11.3,22231,30202,32700
Northwest Nazarene University,3,0.617,NULL,18970,34498,0.3735,0.4909,0.6407,3.6,26050,60526,36500
Brigham Young University-Idaho,3,0.9963,NULL,5334,10438,0.3881,0.6011,0.2567,2.9,11966.5,31581,39000
American Academy of Art,3,0.93,NULL,23131,32415,0.4838,0.4242,0.8403,13.5,27000,70124,26700
School of the Art Institute of Chicago,3,0.7184,NULL,35977,55551,0.252,0.5404,0.4835,9.1,25000,42495.5,31700
Augustana College,3,0.5867,NULL,16820,45364,0.1929,0.784,0.588,5.5,27000,88060,49600
Aurora University,3,0.7595,NULL,13565,31145,0.3911,0.576,0.7184,6,22500,61464,41500
Blackburn College,3,0.6799,NULL,10621,24126,0.5273,0.4514,0.838,10.6,24567.5,57207,38000
Blessing Rieman College of Nursing,3,NULL,NULL,NULL,NULL,0.3333,0.55,0.4922,3.7,15995,36576,49800
Bradley University,3,0.6694,NULL,18792,40330,0.2681,0.7563,0.6731,2.9,27000,85839,52400
Chicago State University,3,0.2865,10163,NULL,18472,0.6873,0.207,0.8495,13.8,27499,19349,34200
University of Chicago,3,0.0881,NULL,8271,62425,0.1419,0.9268,0.2933,1.4,18625,53224,62800
Columbia College-Chicago,3,0.9053,NULL,26594,37546,0.3797,0.4058,0.688,13,26000,58289.5,32700
Concordia University-Chicago,3,0.5441,NULL,16545,34774,0.4521,0.5348,0.7873,3.5,25000,61882,41500
DePaul University,3,0.5987,NULL,22708,46375,0.3448,0.7047,0.5915,6,24165.5,54683,50900
East-West University,3,NULL,NULL,28657,30965,0.6933,0.3169,0.5992,21.5,24777,15726.5,22300
Eastern Illinois University,3,0.6191,13664,NULL,23346,0.3923,0.6033,0.6699,6.2,23767,69586,41200
Elmhurst College,3,0.718,NULL,15532,41472,0.3198,0.7402,0.7156,2.1,23250,67472.5,48100
Eureka College,3,0.6781,NULL,15980,28799,0.3899,0.6066,0.7931,6.1,25500,70145,37300
Governors State University,3,NULL,NULL,NULL,NULL,0.5923,NULL,0.785,7.4,17000,25687.5,41700
Greenville College,3,0.657,NULL,15512,33675,0.3668,0.5049,0.7263,6.7,24550,61294,37700
Harrington College of Design,3,NULL,NULL,21654,29650,0.4503,0.2935,0.7546,13.1,37218,47327,35000
Hebrew Theological College,3,0.9299,NULL,28065,33966,0.5171,0.0484,0.0324,5.3,NULL,41588,17600
Rosalind Franklin University of Medicine and Science,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,NULL,11284,166200
University of Illinois at Chicago,3,0.714,9920,NULL,25248,0.4906,0.5669,0.4838,4.2,18532.5,41721,51600
Benedictine University,3,0.695,NULL,16507,35481,0.3644,0.5247,0.5865,4.5,21500,53068,51000
University of Illinois at Urbana-Champaign,3,0.6239,9801,NULL,28564,0.2019,0.838,0.4097,3.5,20950,85462,56600
Illinois Wesleyan University,3,0.5838,NULL,18957,48522,0.1878,0.7807,0.6299,3.8,27000,103114.5,54600
Illinois College,3,0.6129,NULL,12384,36829,0.332,0.6357,0.768,7.1,27000,74965,37700
Illinois Institute of Technology,3,0.5697,NULL,15498,48940,0.3167,0.625,0.4559,3.1,26981.5,55985.5,68200
Argosy University-Chicago,3,NULL,NULL,19012,23972,0.701,0,0.7846,19.4,14323,36072,38200
Illinois State University,3,0.6892,12092,NULL,25416,0.2557,0.7162,0.6022,4,22500,82019,45100
International Academy of Design and Technology-Chicago,3,NULL,NULL,13640,19484,0.7617,0.1682,0.8921,25.6,42103,26700,25200
Judson University,3,0.7069,NULL,18015,37635,0.4371,0.5,0.8301,6,25000,67400.5,37000
Kendall College,3,0.8773,NULL,33703,41411,0.4453,0.3677,0.6414,11.3,29167,47817,40500
Knox College,3,0.7496,NULL,16356,46291,0.2762,0.7948,0.6147,4.7,27000,84560.5,41600
Lake Forest College,3,0.5727,NULL,18880,49743,0.3286,0.6376,0.6707,4.6,27000,81078,48100
Lakeview College of Nursing,3,NULL,NULL,NULL,NULL,0.3127,NULL,0.6372,0,18750,37030,NULL
Lewis University,3,0.5587,NULL,14608,34079,0.3145,0.6246,0.6674,5.2,25000,71614,47100
Lexington College,3,0.8919,NULL,24573,37604,0.8222,0.5,0.9778,NULL,NULL,24192,NULL
Lincoln Christian University,3,0.6875,NULL,16208,25309,0.5156,0.4667,0.7496,8.3,24163,56424,29300
Loyola University Chicago,3,0.914,NULL,22321,47727,0.299,0.7101,0.6567,4.6,25751,67583.5,50600
MacMurray College,3,0.7488,NULL,13843,30843,0.5824,0.384,0.8336,16,29500,56550.5,36700
McKendree University,3,0.6289,NULL,13170,37004,0.379,0.4832,0.5946,8,24250,52208,42500
Methodist College,3,0.8636,NULL,24450,33354,0.4716,NULL,0.8542,0,30250,NULL,NULL
Millikin University,3,0.5512,NULL,15581,39576,0.3883,0.5979,0.761,9.8,27000,68264.5,42900
Monmouth College,3,0.6431,NULL,11512,40578,0.4428,0.5827,0.8164,7.7,27000,76102,40700
Moody Bible Institute,3,0.6855,NULL,18700,25537,0.2682,0.8434,0,0,NULL,NULL,NULL
National Louis University,3,0.9881,NULL,17016,30180,0.487,0.4286,0.6637,3.8,19500,33876.5,43700
National University of Health Sciences,3,NULL,NULL,NULL,NULL,0.304,NULL,0.464,5,11334.5,19555,45400
North Central College,3,0.6365,NULL,16521,41218,0.2388,0.639,0.6976,5.4,25002,83750,45700
North Park University,3,0.5234,NULL,14829,31065,0.3695,0.563,0.7099,5.9,25500,60232.5,41400
Northern Illinois University,3,0.5613,17193,NULL,27621,0.4297,0.5095,0.6689,9.4,23500,64181,43900
Northwestern University,3,0.1532,NULL,15677,60729,0.1416,0.9419,0.3456,1.3,19200,71885.5,64100
Northeastern Illinois University,3,0.5981,14930,NULL,22273,0.4823,0.2034,0.3355,6.7,15000,25711.5,36000
Olivet Nazarene University,3,0.8196,NULL,16320,39125,0.3164,0.5724,0.7045,4.7,25250,68140,37700
Quincy University,3,0.8859,NULL,14628,36948,0.4315,0.5043,0.717,8.5,25000,61719.5,38500
The Illinois Institute of Art-Chicago,3,NULL,NULL,24219,31746,0.5794,0.2806,0.8503,18.9,27666.5,44233.5,34900
Robert Morris University Illinois,3,0.21,NULL,20043,32074,0.6217,0.4608,0.8068,5.8,24487,27199,33200
Rockford University,3,0.4097,NULL,20554,37253,0.5272,0.3947,0.9234,8.5,26500,45484,39100
Roosevelt University,3,0.7878,NULL,26041,43650,0.4208,0.4144,0.6706,7.9,24673,39566.5,44600
Dominican University,3,0.5997,NULL,12978,36307,0.4401,0.6311,0.6566,5.8,25000,58497.5,44400
Rush University,3,NULL,NULL,NULL,NULL,0.3241,NULL,0.7037,0.3,21825,20272,74300
Saint Francis Medical Center College of Nursing,3,NULL,NULL,NULL,NULL,0.3358,NULL,0.5821,5.5,17500,51044,52900
University of St Francis,3,0.5141,NULL,15612,36226,0.3653,0.5657,0.7678,3.6,25000,73669,44600
St John's College of Nursing,3,NULL,NULL,NULL,NULL,0.25,NULL,0.9052,0,20000,40944,NULL
Saint Xavier University,3,0.5054,NULL,14399,35284,0.4879,0.4714,0.7819,5.8,25000,53937,45300
University of Illinois at Springfield,3,0.5977,7233,NULL,21385,0.3677,0.4308,0.5521,6.6,19498,42542.5,41800
Shimer College,3,0.2857,NULL,24360,45030,0.4732,0.6,0.8482,23.5,31250,43957,NULL
Saint Anthony College of Nursing,3,NULL,NULL,NULL,NULL,0.3346,NULL,0.6693,1.3,25000,43212,54900
Southern Illinois University-Carbondale,3,0.7887,13085,NULL,24234,0.4326,0.4337,0.6109,9.3,22500,47485,41500
Southern Illinois University-Edwardsville,3,0.8419,12870,NULL,21137,0.3565,0.5041,0.6017,6,22500,56221,39800
Telshe Yeshiva-Chicago,3,1,NULL,7335,17585,0.473,0.5,0,0,NULL,35028.5,NULL
Trinity Christian College,3,0.9022,NULL,18242,33611,0.341,0.5816,0.7533,6,25333,70413,41400
Trinity International University-Illinois,3,0.9372,NULL,16954,37929,0.4805,0.4545,0.8743,7.8,28000.5,49308.5,38200
VanderCook College of Music,3,0.374,NULL,23103,37343,0.4029,0.6923,0.6475,15,27000,53725,NULL
Resurrection University,3,NULL,NULL,NULL,NULL,0.1808,NULL,0.3305,0.6,25000,32247,NULL
Western Illinois University,3,0.5931,15114,NULL,24375,0.4278,0.561,0.7025,7.2,24000,65915,41100
Wheaton College,3,0.6871,NULL,14775,41394,0.2097,0.8672,0.5068,1.2,23000,83641,42600
Anderson University,3,0.5545,NULL,20845,37937,0.3358,0.5678,0.7139,4.3,27999,72723,35900
Ball State University,3,0.6054,10274,NULL,21101,0.3463,0.5938,0.6139,8.1,25000,73544,39000
Bethel College-Indiana,3,0.7158,NULL,14857,33617,0.5169,0.6466,0.7918,7.1,21883.5,54043,36500
Butler University,3,0.661,NULL,23311,47010,0.1739,0.7386,0.5844,2,26600,99069,52400
Calumet College of Saint Joseph,3,0.4,NULL,9711,19530,0.4061,0.3375,0.5559,17.9,24223.5,39621,37200
DePauw University,3,0.6121,NULL,18527,51050,0.1879,0.7922,0.4277,3,24500,92959,47800
Earlham College,3,0.637,NULL,13013,50930,0.2576,0.71,0.5179,3.7,27000,79944,32300
University of Evansville,3,0.8409,NULL,16573,42674,0.2561,0.6344,0.549,5.2,26000,73591.5,40000
Franklin College,3,0.6002,NULL,14113,37962,0.4017,0.571,0.7797,3.5,27000,77176.5,41000
Goshen College,3,0.5506,NULL,16169,37707,0.2958,0.703,0.6314,3.7,20857,71149,36300
Grace College and Theological Seminary,3,0.7884,NULL,12164,32506,0.3444,0.6053,0.5817,3.7,22700,71611,33200
Hanover College,3,0.6673,NULL,15752,42198,0.3482,0.7186,0.6866,5,27000,82681,44400
Holy Cross College,3,0.7231,NULL,13879,33660,0.3333,0.4886,0.6044,11.5,25000,83600,36300
Huntington University,3,0.9732,NULL,14520,34764,0.346,0.623,0.7142,5.4,27000,72496.5,35500
Indiana University-Purdue University-Fort Wayne,3,0.8309,14319,NULL,18837,0.3675,0.2594,0.4984,10.9,26000,45905.5,35900
Indiana University-Purdue University-Indianapolis,3,0.6958,10444,NULL,20846,0.3659,0.4161,0.5366,8.6,25388,43017,39100
University of Indianapolis,3,0.8443,NULL,17169,36158,0.3729,0.571,0.6715,5.6,27450,58141,41600
Indiana Institute of Technology,3,0.7225,NULL,21637,35911,0.6241,0.3201,0.8535,10.6,28743.5,43973.5,41100
University of Southern Indiana,3,0.6934,10298,NULL,17996,0.3231,0.3954,0.542,9.6,23275,57798,35500
Indiana State University,3,0.8306,8717,NULL,19549,0.4344,0.4159,0.6121,10.7,24193,52313,36000
Indiana University-Kokomo,3,0.7355,7778,NULL,15874,0.3195,0.2756,0.3954,12,19500,42220,33600
Indiana University-South Bend,3,0.7003,8695,NULL,17377,0.3369,0.258,0.4083,15.2,25724,42462,33800
Indiana University-Bloomington,3,0.7217,6202,NULL,23043,0.1937,0.7705,0.3936,5.9,23628,80326,45300
Indiana University-Northwest,3,0.7625,10626,NULL,18092,0.3472,0.259,0.4578,13.9,29036.5,29342,35900
Indiana University-Southeast,3,0.7945,8655,NULL,16753,0.3439,0.3014,0.4133,12.6,22915,41532,34000
Indiana University-East,3,0.5381,5846,NULL,15334,0.3606,0.2348,0.4334,21,23388,33572,29100
Manchester University,3,0.7116,NULL,17479,38505,0.358,0.4873,0.9173,6.5,27000,74409.5,38000
Marian University,3,0.5795,NULL,16444,39369,0.3106,0.524,0.7265,6.3,30090,48632,40400
Indiana Wesleyan University,3,0.9515,NULL,26892,33770,0.3903,0.655,0.6958,6.1,24806.5,61954.5,46000
Martin University,3,NULL,NULL,17631,22038,0.7786,0.1176,0.8718,30.2,42247,20265,22300
University of Notre Dame,3,0.223,NULL,11312,57805,0.1178,0.9486,0.4142,0.8,21000,106005,69400
Oakland City University,3,0.7285,NULL,14429,31104,0.1264,0.6299,0.1337,12.6,17000,40279.5,33700
Purdue University-Calumet Campus,3,0.6063,9354,NULL,16727,0.3262,0.3131,0.4291,14.6,22781,33145,38100
Purdue University-North Central Campus,3,0.7218,6759,NULL,13713,0.278,0.2638,0.3509,13.7,26000,47378,35200
Rose-Hulman Institute of Technology,3,0.5622,NULL,29237,55413,0.1839,0.7284,0.5776,2.4,27000,91307,78900
University of Saint Francis-Fort Wayne,3,0.5362,NULL,13678,31516,0.4216,0.5356,0.7907,4.4,26000,63504,40000
Saint Josephs College,3,0.6419,NULL,12010,37135,0.2956,0.4367,0.5718,8.8,27000,75145.5,39800
Saint Mary-of-the-Woods College,3,0.9754,NULL,15073,40349,0.5069,0.6049,0.7361,4.6,27000,47554,30200
Saint Mary's College,3,0.8568,NULL,15423,45920,0.2029,0.7119,0.6167,1.6,27000,103102,45600
Taylor University,3,0.876,NULL,18275,38845,0.1849,0.7415,0.4475,3.4,24712.5,71404,38600
Trine University,3,0.7157,NULL,20176,40679,0.2378,0.512,0.6083,8.5,26063,59270,42600
Valparaiso University,3,0.7969,NULL,14170,43185,0.2537,0.7013,0.601,4.4,27000,81419.5,48100
Wabash College,3,NULL,NULL,16367,44750,0.2395,0.6908,0.6667,10.1,23000,83690,49900
