INSTNM,ADM_RATE,NPT4_048_ALL,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Florida International University,0.4304,9.763,18.426,0.5809,0.5161,0.456,8.9,17.75,27.626,45.1
Florida Memorial University,0.4159,15.657,25.036,0.8975,0.3961,0.9209,23.1,44.5,21.8935,27.7
Florida Southern College,0.4989,18.212,38.413,0.3293,0.5816,0.655,10.9,25,56.9195,37.6
Florida State University,0.5681,12.072,20.774,0.3065,0.7688,0.465,5.8,21,51.3725,44
University of Florida,0.4655,8.275,20.456,0.3207,0.8654,0.3506,3.6,15.1325,45.7765,51.3
Full Sail University,NULL,29.818,35.899,0.635,0.7835,0.7993,19.9,30.843,55.302,34.1
Hobe Sound Bible College,NULL,9.281,12.303,0.5467,0.4,0.2533,9.5,NULL,29.522,NULL
International Academy of Design and Technology-Tampa,NULL,16.331,22.376,0.6545,0.2564,0.8545,26.6,29.375,32.306,27.8
AI Miami International University of Art and Design,NULL,24.598,30.422,0.5676,0.3971,0.7453,20.5,31.535,31.159,29.3
Jacksonville University,0.4737,17.936,42.459,0.2938,0.3821,0.5116,7.7,22.334,55.957,47.7
Luther Rice University & Seminary,NULL,17.146,22.696,0.5586,0.5,0.5313,6.9,23.361,39.1255,38.6
Trinity International University-Florida,NULL,NULL,NULL,0,NULL,0,7.8,28.0005,49.3085,38.2
University of Miami,0.4044,21.802,57.7,0.1855,0.8169,0.3559,2.8,21.25,59.417,52.4
University of North Florida,0.5343,7.415,19.415,0.348,0.4995,0.4242,7.5,17.479,41.8445,41.6
Northwood University-Florida,0.5102,10.278,33.485,0.3379,0.3525,0.5529,9.6,23.4745,49.456,44.6
Nova Southeastern University,0.5746,25.663,40.783,0.4424,0.4049,0.6118,3.5,26.5,31.833,46.5
Palm Beach Atlantic University,0.8412,18.666,37.535,0.3475,0.4667,0.5529,6,25,57.521,38.1
Ringling College of Art and Design,0.7331,41.234,54.676,0.2999,0.6495,0.5762,13.5,27,65.3625,32.8
Rollins College,0.5889,25.224,56.309,0.3163,0.6705,0.5177,6,27,46.391,42.2
Saint Leo University,0.7662,18.993,31.609,0.454,0.4583,0.527,11.9,26.068,36.785,42.6
Argosy University-Sarasota,NULL,NULL,NULL,0.6589,NULL,0.7829,19.4,14.323,36.072,38.2
Saint John Vianney College Seminary,1,2.035,32,0.2535,0.6667,0,0,NULL,NULL,NULL
University of South Florida-Main Campus,0.4524,7.019,19.299,0.4127,0.6321,0.4783,7.4,19.735,36.8085,41.7
St Thomas University,0.4567,17.676,37.09,0.511,0.3829,0.5998,7.2,22.7475,35.584,42.6
Stetson University,0.5925,19.002,49.939,0.3653,0.6409,0.6566,5.1,27,64.137,42.6
Southeastern University,0.5932,17.033,30.333,0.4179,0.3835,0.6401,5.6,24.25,55.937,32.6
Talmudic College of Florida,NULL,15.267,25.6,0.4048,0.8,0.0714,8.3,NULL,4.849,NULL
The University of Tampa,0.5221,23.522,37.714,0.2473,0.6159,0.6435,6.7,25.975,66.421,44.4
Trinity Baptist College,0.4847,10.716,16.752,0.6292,0.3889,0.6554,7.2,12,44.2145,26.7
Trinity College of Florida,NULL,14.423,21.986,0.566,0.4194,0.6557,8.8,23,35.005,31.7
Warner University,0.3378,15.204,28.555,0.6488,0.4275,0.7798,11.9,24.375,38.4395,42.2
Webber International University,0.6377,18.622,34.949,0.4504,0.3333,0.6244,16.7,20.4125,45.8325,35.8
The University of West Florida,0.4808,9.903,18.158,0.4102,0.4232,0.4931,9.7,18.334,34.467,36.3
Agnes Scott College,0.6687,16.419,44.945,0.4486,0.7202,0.6576,7.1,27,54.512,39.4
Albany State University,0.1992,12.306,19.025,0.7229,0.4249,0.9045,18,31.75,29.794,32.7
Armstrong Atlantic State University,0.6998,12.819,19.802,0.434,0.343,0.5742,8.3,20.5,34.921,39.4
The Art Institute of Atlanta,NULL,26.075,32.466,0.6691,0.2227,0.8102,22.3,29.771,40.1815,31.6
Point University,0.5353,16.32,27.497,0.5914,0.4776,0.8442,5.6,31.25,56.038,28.8
Clark Atlanta University,0.568,29.477,34.201,0.7078,0.3893,0.8796,12.4,31.5,41.956,33.7
Berry College,0.6032,18.143,40.965,0.2626,0.6015,0.5566,4,23.875,71.09,37.7
Beulah Heights University,NULL,10.339,14.607,0.6248,0.6429,0.6732,16.7,46.688,26.5215,26.8
Brenau University,0.7829,13.903,34.107,0.5206,0.4554,0.7464,5,28.956,40.713,42.6
Brewton-Parker College,0.5137,12.223,22.499,0.4574,0.1867,0.6191,12.7,21.5,37.8695,34.7
Carver Bible College,NULL,15.981,20.421,0.7934,0.2,0.7851,0,NULL,NULL,NULL
Clayton State University,0.477,10.904,17.487,0.5781,0.2671,0.6983,9.3,28.1175,30.868,38.5
Columbus State University,0.5543,10.092,17.029,0.4559,0.3012,0.607,11.4,24.594,35.4275,36.1
Covenant College,0.5704,15.277,38.51,0.2958,0.5808,0.5765,3.3,21.95,61.514,39.8
Emmanuel College_1,0.4783,10.996,23.842,0.5106,0.4571,0.6385,17.3,26.502,42.57,32.9
Emory University,0.2633,17.965,58.18,0.2192,0.8961,0.3868,2.4,19.5,64.962,59
Fort Valley State University,0.3273,13.521,19.801,0.7652,0.3017,0.8818,24.2,35.5,30.4645,28.9
Georgia Institute of Technology-Main Campus,0.5493,7.875,21.98,0.1932,0.8219,0.3387,2.5,22.75,82.697,74
Georgia Southwestern State University,0.6803,10.128,17.839,0.4773,0.3582,0.5809,8.7,20,31.6585,36.4
Georgia College and State University,0.6798,13.129,23.052,0.218,0.6115,0.4774,3.9,21.304,72.314,38.5
Georgia Southern University,0.52,13.976,21.513,0.3753,0.5046,0.6223,8.9,21.927,61.757,39.3
Georgia State University,0.5466,13.718,23.124,0.5089,0.5315,0.5883,8.5,23,38.306,41.5
University of Georgia,0.5608,8.927,21.162,0.236,0.8314,0.4148,3.8,18.7,69.003,46.5
Kennesaw State University,0.5654,13.399,20.63,0.4179,0.4338,0.5646,8.6,22.5,41.1505,41.3
LaGrange College,0.5837,15.668,37.305,0.452,0.375,0.7986,7.1,27,63.0085,38.1
Life University,0.7454,20.463,28.609,0.4809,0.2174,0.7947,10.3,8.964,20.947,32.2
Herzing University-Atlanta,0.7317,21.548,26.341,0.6468,0.2093,0.789,16.9,22.822,22.2675,42.3
Mercer University,0.69,17.807,46.382,0.4101,0.5947,0.6878,6.6,26,48.2875,46.6
Morehouse College,0.6684,28.648,45.451,0.5019,0.5383,0.76,24.7,27,53.2385,40.9
Oglethorpe University,0.5576,16.644,43.689,0.3979,0.6201,0.7455,6.6,27,46.2145,43.9
Paine College,0.4377,13.906,21.516,0.7706,0.2093,0.8841,25.1,37.909,27.737,25.9
Piedmont College,0.6118,15.329,32.031,0.5093,0.4611,0.74,5.4,23.224,49.5805,38.8
Reinhardt University,0.514,18.389,30.734,0.4796,0.2821,0.5408,8.3,NULL,67.3165,35.4
Savannah College of Art and Design,0.6547,29.902,49.179,0.2601,0.683,0.5547,8.7,27,78.907,35.4
Savannah State University,0.8299,9.278,15.531,0.7396,0.2908,0.857,20.6,32.887,31.664,30.8
Shorter University,0.6807,16.099,30.642,0.4729,0.4638,0.6632,12.1,27.475,48.847,43
Spelman College,0.3802,27.565,41.635,0.5152,0.6763,0.7646,10.6,27,54.315,46.4
Southern Polytechnic State University,0.7798,8.678,16.546,0.4136,0.3657,0.5644,6.3,26.438,44.584,52.4
Thomas University,0.6863,12.457,24.734,0.4524,0.2769,0.6814,10.5,20.5,22.5615,37.4
Toccoa Falls College,0.494,15.704,30.178,0.5963,0.4679,0.7263,6.3,22.75,50.289,26.4
Truett-McConnell College,0.8064,14.025,26.484,0.227,0.284,0.3114,13,20.5,62.264,32.4
Valdosta State University,0.5522,13.789,20.958,0.4592,0.4017,0.6571,10.2,25.245,51.351,38
Wesleyan College,0.4339,13.893,30.878,0.3685,0.6389,0.4495,7.9,27.025,37.2435,37.1
University of West Georgia,0.5385,11.62,18.879,0.4763,0.4287,0.6619,10.4,23.001,51.454,36.9
Young Harris College,0.5365,13.91,34.007,0.3839,0.2928,0.6239,5.6,26,57.7435,34.1
Chaminade University of Honolulu,0.8359,17.022,30.801,0.2925,0.3843,0.4346,8.3,24.082,35.422,37.3
University of Hawaii at Hilo,0.752,8.032,15.284,0.4532,0.3642,0.4574,9.7,19.264,29.592,34.5
University of Hawaii at Manoa,0.8009,8.014,18.491,0.3086,0.5651,0.381,5.1,19.509,39.485,44.3
Hawaii Pacific University,0.6411,18.322,29.762,0.257,0.3961,0.4436,4.4,25,41.6,43.4
University of Hawaii-West Oahu,0.7643,4.193,9.874,0.3505,0.25,0.3185,6.6,12.5,21.363,42.3
Boise Bible College,1,18.519,23.036,0.6212,0.5319,0.6616,9,19,38.165,NULL
Boise State University,0.7766,12.186,18.227,0.3715,0.3801,0.4894,11.4,24.898,33.7805,35.3
Idaho State University,NULL,13.438,18.077,0.4749,0.3387,0.537,15,23.66,30.9455,35.4
University of Idaho,0.6565,10.563,19.7,0.3985,0.5381,0.5423,8.3,25,51.484,39.9
The College of Idaho,0.905,13.644,34.555,0.3618,0.6652,0.6008,7.1,26.3125,65.59,38.9
Lewis-Clark State College,0.9977,10.563,16.184,0.4172,0.2698,0.5878,11.3,22.231,30.202,32.7
Northwest Nazarene University,0.617,18.97,34.498,0.3735,0.4909,0.6407,3.6,26.05,60.526,36.5
Brigham Young University-Idaho,0.9963,5.334,10.438,0.3881,0.6011,0.2567,2.9,11.9665,31.581,39
American Academy of Art,0.93,23.131,32.415,0.4838,0.4242,0.8403,13.5,27,70.124,26.7
School of the Art Institute of Chicago,0.7184,35.977,55.551,0.252,0.5404,0.4835,9.1,25,42.4955,31.7
Augustana College_1,0.5867,16.82,45.364,0.1929,0.784,0.588,5.5,27,88.06,49.6
Aurora University,0.7595,13.565,31.145,0.3911,0.576,0.7184,6,22.5,61.464,41.5
Blackburn College,0.6799,10.621,24.126,0.5273,0.4514,0.838,10.6,24.5675,57.207,38
Blessing Rieman College of Nursing,NULL,NULL,NULL,0.3333,0.55,0.4922,3.7,15.995,36.576,49.8
Bradley University,0.6694,18.792,40.33,0.2681,0.7563,0.6731,2.9,27,85.839,52.4
Chicago State University,0.2865,10.163,18.472,0.6873,0.207,0.8495,13.8,27.499,19.349,34.2
University of Chicago,0.0881,8.271,62.425,0.1419,0.9268,0.2933,1.4,18.625,53.224,62.8
Columbia College-Chicago,0.9053,26.594,37.546,0.3797,0.4058,0.688,13,26,58.2895,32.7
Concordia University-Chicago,0.5441,16.545,34.774,0.4521,0.5348,0.7873,3.5,25,61.882,41.5
DePaul University,0.5987,22.708,46.375,0.3448,0.7047,0.5915,6,24.1655,54.683,50.9
East-West University,NULL,28.657,30.965,0.6933,0.3169,0.5992,21.5,24.777,15.7265,22.3
Eastern Illinois University,0.6191,13.664,23.346,0.3923,0.6033,0.6699,6.2,23.767,69.586,41.2
Elmhurst College,0.718,15.532,41.472,0.3198,0.7402,0.7156,2.1,23.25,67.4725,48.1
Eureka College,0.6781,15.98,28.799,0.3899,0.6066,0.7931,6.1,25.5,70.145,37.3
Governors State University,NULL,NULL,NULL,0.5923,NULL,0.785,7.4,17,25.6875,41.7
Greenville College,0.657,15.512,33.675,0.3668,0.5049,0.7263,6.7,24.55,61.294,37.7
Harrington College of Design,NULL,21.654,29.65,0.4503,0.2935,0.7546,13.1,37.218,47.327,35
Hebrew Theological College,0.9299,28.065,33.966,0.5171,0.0484,0.0324,5.3,NULL,41.588,17.6
Rosalind Franklin University of Medicine and Science,NULL,NULL,NULL,NULL,NULL,NULL,0.6,NULL,11.284,166.2
University of Illinois at Chicago,0.714,9.92,25.248,0.4906,0.5669,0.4838,4.2,18.5325,41.721,51.6
Benedictine University,0.695,16.507,35.481,0.3644,0.5247,0.5865,4.5,21.5,53.068,51
University of Illinois at Urbana-Champaign,0.6239,9.801,28.564,0.2019,0.838,0.4097,3.5,20.95,85.462,56.6
Illinois Wesleyan University,0.5838,18.957,48.522,0.1878,0.7807,0.6299,3.8,27,103.1145,54.6
Illinois College,0.6129,12.384,36.829,0.332,0.6357,0.768,7.1,27,74.965,37.7
Illinois Institute of Technology,0.5697,15.498,48.94,0.3167,0.625,0.4559,3.1,26.9815,55.9855,68.2
Argosy University-Chicago,NULL,19.012,23.972,0.701,0,0.7846,19.4,14.323,36.072,38.2
Illinois State University,0.6892,12.092,25.416,0.2557,0.7162,0.6022,4,22.5,82.019,45.1
International Academy of Design and Technology-Chicago,NULL,13.64,19.484,0.7617,0.1682,0.8921,25.6,42.103,26.7,25.2
Judson University,0.7069,18.015,37.635,0.4371,0.5,0.8301,6,25,67.4005,37
Kendall College,0.8773,33.703,41.411,0.4453,0.3677,0.6414,11.3,29.167,47.817,40.5
Knox College,0.7496,16.356,46.291,0.2762,0.7948,0.6147,4.7,27,84.5605,41.6
Lake Forest College,0.5727,18.88,49.743,0.3286,0.6376,0.6707,4.6,27,81.078,48.1
Lakeview College of Nursing,NULL,NULL,NULL,0.3127,NULL,0.6372,0,18.75,37.03,NULL
Lewis University,0.5587,14.608,34.079,0.3145,0.6246,0.6674,5.2,25,71.614,47.1
Lexington College,0.8919,24.573,37.604,0.8222,0.5,0.9778,NULL,NULL,24.192,NULL
Lincoln Christian University,0.6875,16.208,25.309,0.5156,0.4667,0.7496,8.3,24.163,56.424,29.3
Loyola University Chicago,0.914,22.321,47.727,0.299,0.7101,0.6567,4.6,25.751,67.5835,50.6
MacMurray College,0.7488,13.843,30.843,0.5824,0.384,0.8336,16,29.5,56.5505,36.7
McKendree University,0.6289,13.17,37.004,0.379,0.4832,0.5946,8,24.25,52.208,42.5
Methodist College,0.8636,24.45,33.354,0.4716,NULL,0.8542,0,30.25,NULL,NULL
Millikin University,0.5512,15.581,39.576,0.3883,0.5979,0.761,9.8,27,68.2645,42.9
Monmouth College,0.6431,11.512,40.578,0.4428,0.5827,0.8164,7.7,27,76.102,40.7
Moody Bible Institute,0.6855,18.7,25.537,0.2682,0.8434,0,0,NULL,NULL,NULL
National Louis University,0.9881,17.016,30.18,0.487,0.4286,0.6637,3.8,19.5,33.8765,43.7
National University of Health Sciences,NULL,NULL,NULL,0.304,NULL,0.464,5,11.3345,19.555,45.4
North Central College,0.6365,16.521,41.218,0.2388,0.639,0.6976,5.4,25.002,83.75,45.7
North Park University,0.5234,14.829,31.065,0.3695,0.563,0.7099,5.9,25.5,60.2325,41.4
Northern Illinois University,0.5613,17.193,27.621,0.4297,0.5095,0.6689,9.4,23.5,64.181,43.9
Northwestern University,0.1532,15.677,60.729,0.1416,0.9419,0.3456,1.3,19.2,71.8855,64.1
Northeastern Illinois University,0.5981,14.93,22.273,0.4823,0.2034,0.3355,6.7,15,25.7115,36
Olivet Nazarene University,0.8196,16.32,39.125,0.3164,0.5724,0.7045,4.7,25.25,68.14,37.7
Quincy University,0.8859,14.628,36.948,0.4315,0.5043,0.717,8.5,25,61.7195,38.5
The Illinois Institute of Art-Chicago,NULL,24.219,31.746,0.5794,0.2806,0.8503,18.9,27.6665,44.2335,34.9
Robert Morris University Illinois,0.21,20.043,32.074,0.6217,0.4608,0.8068,5.8,24.487,27.199,33.2
Rockford University,0.4097,20.554,37.253,0.5272,0.3947,0.9234,8.5,26.5,45.484,39.1
Roosevelt University,0.7878,26.041,43.65,0.4208,0.4144,0.6706,7.9,24.673,39.5665,44.6
Dominican University,0.5997,12.978,36.307,0.4401,0.6311,0.6566,5.8,25,58.4975,44.4
Rush University,NULL,NULL,NULL,0.3241,NULL,0.7037,0.3,21.825,20.272,74.3
Saint Francis Medical Center College of Nursing,NULL,NULL,NULL,0.3358,NULL,0.5821,5.5,17.5,51.044,52.9
University of St Francis,0.5141,15.612,36.226,0.3653,0.5657,0.7678,3.6,25,73.669,44.6
St John's College of Nursing,NULL,NULL,NULL,0.25,NULL,0.9052,0,20,40.944,NULL
Saint Xavier University,0.5054,14.399,35.284,0.4879,0.4714,0.7819,5.8,25,53.937,45.3
University of Illinois at Springfield,0.5977,7.233,21.385,0.3677,0.4308,0.5521,6.6,19.498,42.5425,41.8
Shimer College,0.2857,24.36,45.03,0.4732,0.6,0.8482,23.5,31.25,43.957,NULL
Saint Anthony College of Nursing,NULL,NULL,NULL,0.3346,NULL,0.6693,1.3,25,43.212,54.9
Southern Illinois University-Carbondale,0.7887,13.085,24.234,0.4326,0.4337,0.6109,9.3,22.5,47.485,41.5
Southern Illinois University-Edwardsville,0.8419,12.87,21.137,0.3565,0.5041,0.6017,6,22.5,56.221,39.8
Telshe Yeshiva-Chicago,1,7.335,17.585,0.473,0.5,0,0,NULL,35.0285,NULL
Trinity Christian College,0.9022,18.242,33.611,0.341,0.5816,0.7533,6,25.333,70.413,41.4
Trinity International University-Illinois,0.9372,16.954,37.929,0.4805,0.4545,0.8743,7.8,28.0005,49.3085,38.2
VanderCook College of Music,0.374,23.103,37.343,0.4029,0.6923,0.6475,15,27,53.725,NULL
Resurrection University,NULL,NULL,NULL,0.1808,NULL,0.3305,0.6,25,32.247,NULL
Western Illinois University,0.5931,15.114,24.375,0.4278,0.561,0.7025,7.2,24,65.915,41.1
Wheaton College_1,0.6871,14.775,41.394,0.2097,0.8672,0.5068,1.2,23,83.641,42.6
Anderson University_1,0.5545,20.845,37.937,0.3358,0.5678,0.7139,4.3,27.999,72.723,35.9
Ball State University,0.6054,10.274,21.101,0.3463,0.5938,0.6139,8.1,25,73.544,39
Bethel College-Indiana,0.7158,14.857,33.617,0.5169,0.6466,0.7918,7.1,21.8835,54.043,36.5
Butler University,0.661,23.311,47.01,0.1739,0.7386,0.5844,2,26.6,99.069,52.4
Calumet College of Saint Joseph,0.4,9.711,19.53,0.4061,0.3375,0.5559,17.9,24.2235,39.621,37.2
DePauw University,0.6121,18.527,51.05,0.1879,0.7922,0.4277,3,24.5,92.959,47.8
Earlham College,0.637,13.013,50.93,0.2576,0.71,0.5179,3.7,27,79.944,32.3
University of Evansville,0.8409,16.573,42.674,0.2561,0.6344,0.549,5.2,26,73.5915,40
Franklin College,0.6002,14.113,37.962,0.4017,0.571,0.7797,3.5,27,77.1765,41
Goshen College,0.5506,16.169,37.707,0.2958,0.703,0.6314,3.7,20.857,71.149,36.3
Grace College and Theological Seminary,0.7884,12.164,32.506,0.3444,0.6053,0.5817,3.7,22.7,71.611,33.2
Hanover College,0.6673,15.752,42.198,0.3482,0.7186,0.6866,5,27,82.681,44.4
Holy Cross College,0.7231,13.879,33.66,0.3333,0.4886,0.6044,11.5,25,83.6,36.3
Huntington University,0.9732,14.52,34.764,0.346,0.623,0.7142,5.4,27,72.4965,35.5
Indiana University-Purdue University-Fort Wayne,0.8309,14.319,18.837,0.3675,0.2594,0.4984,10.9,26,45.9055,35.9
Indiana University-Purdue University-Indianapolis,0.6958,10.444,20.846,0.3659,0.4161,0.5366,8.6,25.388,43.017,39.1
University of Indianapolis,0.8443,17.169,36.158,0.3729,0.571,0.6715,5.6,27.45,58.141,41.6
Indiana Institute of Technology,0.7225,21.637,35.911,0.6241,0.3201,0.8535,10.6,28.7435,43.9735,41.1
University of Southern Indiana,0.6934,10.298,17.996,0.3231,0.3954,0.542,9.6,23.275,57.798,35.5
Indiana State University,0.8306,8.717,19.549,0.4344,0.4159,0.6121,10.7,24.193,52.313,36
Indiana University-Kokomo,0.7355,7.778,15.874,0.3195,0.2756,0.3954,12,19.5,42.22,33.6
Indiana University-South Bend,0.7003,8.695,17.377,0.3369,0.258,0.4083,15.2,25.724,42.462,33.8
Indiana University-Bloomington,0.7217,6.202,23.043,0.1937,0.7705,0.3936,5.9,23.628,80.326,45.3
Indiana University-Northwest,0.7625,10.626,18.092,0.3472,0.259,0.4578,13.9,29.0365,29.342,35.9
Indiana University-Southeast,0.7945,8.655,16.753,0.3439,0.3014,0.4133,12.6,22.915,41.532,34
Indiana University-East,0.5381,5.846,15.334,0.3606,0.2348,0.4334,21,23.388,33.572,29.1
Manchester University,0.7116,17.479,38.505,0.358,0.4873,0.9173,6.5,27,74.4095,38
Marian University_1,0.5795,16.444,39.369,0.3106,0.524,0.7265,6.3,30.09,48.632,40.4
Indiana Wesleyan University,0.9515,26.892,33.77,0.3903,0.655,0.6958,6.1,24.8065,61.9545,46
Martin University,NULL,17.631,22.038,0.7786,0.1176,0.8718,30.2,42.247,20.265,22.3
University of Notre Dame,0.223,11.312,57.805,0.1178,0.9486,0.4142,0.8,21,106.005,69.4
Oakland City University,0.7285,14.429,31.104,0.1264,0.6299,0.1337,12.6,17,40.2795,33.7
Purdue University-Calumet Campus,0.6063,9.354,16.727,0.3262,0.3131,0.4291,14.6,22.781,33.145,38.1
Purdue University-North Central Campus,0.7218,6.759,13.713,0.278,0.2638,0.3509,13.7,26,47.378,35.2
Rose-Hulman Institute of Technology,0.5622,29.237,55.413,0.1839,0.7284,0.5776,2.4,27,91.307,78.9
University of Saint Francis-Fort Wayne,0.5362,13.678,31.516,0.4216,0.5356,0.7907,4.4,26,63.504,40
Saint Josephs College,0.6419,12.01,37.135,0.2956,0.4367,0.5718,8.8,27,75.1455,39.8
Saint Mary-of-the-Woods College,0.9754,15.073,40.349,0.5069,0.6049,0.7361,4.6,27,47.554,30.2
Saint Mary's College,0.8568,15.423,45.92,0.2029,0.7119,0.6167,1.6,27,103.102,45.6
Taylor University,0.876,18.275,38.845,0.1849,0.7415,0.4475,3.4,24.7125,71.404,38.6
Trine University,0.7157,20.176,40.679,0.2378,0.512,0.6083,8.5,26.063,59.27,42.6
Valparaiso University,0.7969,14.17,43.185,0.2537,0.7013,0.601,4.4,27,81.4195,48.1
Wabash College,NULL,16.367,44.75,0.2395,0.6908,0.6667,10.1,23,83.69,49.9
Allen College,0.5,NULL,29.905,0.3896,0.6667,0.9169,1.6,18.25,62.076,52.4
AIB College of Business,0.6887,10.784,22.469,0.3635,0.6054,0.7359,7.9,20.5,53.783,37.2
Briar Cliff University,NULL,16.5,37.066,0.4524,0.4545,0.8262,7.6,26.334,56.275,38.6
Buena Vista University,0.6955,15.624,39.011,0.4897,0.5265,0.8421,7.8,24.218,47.1205,38.1
Central College,0.658,16.858,43.491,0.2678,0.6493,0.7483,4.1,27.8,77.865,41.2
Clarke University,0.7752,19.12,38.062,0.395,0.6952,0.7859,6.1,25.65,60.8135,40.9
Coe College,0.6171,17.077,45.387,0.283,0.6667,0.7199,5.9,27,75.314,43.8
Cornell College,0.6411,12.65,46.135,0.3449,0.6772,0.7331,4,27,82.517,41.9
Divine Word College,1,1.539,17.945,0.3396,0.4444,0.3396,7.4,NULL,9.211,NULL
Dordt College,0.7542,21.183,37.08,0.3106,0.623,0.651,1.4,24,74.121,38.4
Drake University,0.6595,21.387,42.477,0.1715,0.727,0.5311,2.9,25,88.1325,55.7
University of Dubuque,0.7742,18.09,34.206,0.5495,0.468,0.8222,8.6,26.946,57.825,36.9
Faith Baptist Bible College and Theological Seminary,0.6693,13.135,24.93,0.5364,0.5934,0.5709,2.9,18.456,49.742,28.1
Graceland University-Lamoni,0.5018,12.447,34.494,0.3973,0.4704,0.6903,9.2,25,52.6715,36.6
Grand View University,0.9542,16.392,31.761,0.4574,0.4795,0.7132,9.1,25,54.502,39.2
Grinnell College,0.3506,10.266,53.318,0.2097,0.8568,0.4158,3,10.775,88.44,45.6
Iowa State University,0.8252,9.452,18.82,0.2263,0.681,0.5519,5.1,25.25,73.557,47.2
Iowa Wesleyan College,0.6012,16.749,36.102,0.5038,0.2992,0.8341,14.9,25,42.117,34.1
University of Iowa,0.8023,11.69,21.832,0.1906,0.6962,0.4722,4.1,22.5,74.267,48.7
Loras College,0.6903,14.709,37.622,0.2441,0.609,0.7572,5.4,27,79.3,41.2
Luther College,0.7212,18.289,46.548,0.1929,0.7602,0.6874,3.2,27,90.605,42.5
Maharishi University of Management,0.4189,15.366,38.334,0.6573,0.3243,0.7472,2.9,34.599,15.59,NULL
Morningside College,0.5337,16.076,36.28,0.3527,0.5799,0.7934,3.7,27,64.251,35.6
Mount Mercy University,0.6845,16.341,37.183,0.3397,0.7286,0.774,5.5,24.199,65.9625,43.2
Ashford University,NULL,21.242,26.047,0.5929,0.207,0.7366,15.3,32.813,44.776,37.5
University of Northern Iowa,0.8331,11.109,19.233,0.2704,0.6649,0.6131,4.8,22.148,70.699,41.7
Northwestern College,0.7609,17.837,37.884,0.3222,0.6327,0.7062,2.4,25.25,68.899,36.2
Palmer College of Chiropractic-Davenport,0.6,15.994,24.669,0.5625,0.6667,0.8542,3.3,10.875,5.131,39.7
Saint Ambrose University,0.9617,19.679,38.189,0.2581,0.613,0.7051,6.7,26.9,72.155,44.8
Simpson College,0.8802,17.055,40.186,0.2972,0.6494,0.7337,3.5,27,71.5,45.8
Upper Iowa University,0.5818,17.249,35.19,0.4312,0.3963,0.7042,8.3,22.5,38.423,40.3
Waldorf College,0.5067,18.699,30.3,0.4982,0.4255,0.7025,11.8,22.201,62.0675,36.4
Wartburg College,0.7765,17.523,43.312,0.2519,0.6262,0.6875,4.6,27,79.0355,43.2
William Penn University,0.5766,16.769,33.081,0.4977,0.3978,0.8033,13.4,25.563,45.9545,41.2
Baker University,0.869,14.993,37.485,0.3967,0.52,0.7634,6.1,25.291,60.418,48.9
Benedictine College,0.6057,17.171,36.805,0.21,0.5922,0.5618,5.5,26.25,79.1455,37.8
Bethany College_1,0.5882,17.47,34.042,0.3909,0.3906,0.7313,16.4,27,60.417,38.5
